COD_UF;COD_MUN;COD_ESPECIE;LATITUDE;LONGITUDE;NV_GEO_COORD
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565652;-47.403002;1
35;3526902;1;-22.565007;-47.403522;1
35;3526902;6;-22.565485;-47.403426;1
35;3526902;6;-22.565491;-47.403356;1
35;3526902;5;-22.565491;-47.403356;1
35;3526902;6;-22.565491;-47.403356;1
35;3526902;6;-22.565477;-47.403474;1
35;3526902;6;-22.565338;-47.403565;1
35;3526902;6;-22.565367;-47.403544;1
35;3526902;6;-22.565204;-47.403560;1
35;3526902;4;-22.565210;-47.403533;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
35;3526902;1;-22.564833;-47.403376;1
